"user_id"!"churn"!"age"!"housing"!"credit_score"!"deposits"!"withdrawal"!"purchases_partners"!"purchases"!"cc_taken"!"cc_recommended"!"cc_disliked"!"cc_liked"!"cc_application_begin"!"app_downloaded"!"web_user"!"app_web_user"!"ios_user"!"android_user"!"registered_phones"!"payment_type"!"waiting_4_loan"!"cancelled_loan"!"received_loan"!"rejected_loan"!"zodiac_sign"!"left_for_two_month_plus"!"left_for_one_month"!"rewards_earned"!"reward_rate"!"is_referred"!"churn_probability"!"churn_prediction"!"risk_level"!"created_at"
8205!0!38!na!633.0!0!0!93!0!0!254!0!0!22!1!0!0!0!1!0!bi-weekly!0!0!0!0!aries!0!0!61!2.03!0!0.033367253839969635!0!Low!2025-10-20 18:12:29.290
8210!0!31!na!580.0!0!0!22!0!0!39!0!0!2!1!0!0!1!0!0!monthly!0!0!0!0!sagittarius!1!0!13!0.43!0!0.22664479911327362!0!Low!2025-10-20 18:12:29.478
8211!0!21!r!643.0!2!2!62!2!0!129!0!0!12!1!0!0!0!1!0!bi-weekly!0!0!0!0!libra!0!0!48!1.6!1!0.06213085725903511!0!Low!2025-10-20 18:12:29.665
8212!0!31!na!519.0!0!0!6!0!0!8!0!0!0!1!1!1!1!0!0!bi-weekly!0!0!0!0!cancer!0!0!5!0.1699999999999999!1!0.4216512441635132!0!Medium!2025-10-20 18:12:29.855
8214!0!24!r!515.0!0!0!71!0!0!242!0!0!6!1!0!0!0!1!0!semi-monthly!0!0!0!0!pisces!0!0!47!1.5699999999999998!0!0.17056097090244293!0!Low!2025-10-20 18:12:30.042
8215!0!21!r!484.8!0!0!0!0!0!116!0!0!5!1!1!1!1!1!3!bi-weekly!0!0!0!0!cancer!0!0!41!1.37!0!0.5794967412948608!1!Medium!2025-10-20 18:12:30.229
8216!0!28!r!555.0!0!0!100!0!0!232!0!0!9!1!0!0!0!1!0!weekly!0!0!0!0!aries!1!0!55!1.83!0!0.044594548642635345!0!Low!2025-10-20 18:12:30.419
8217!1!27!r!492.0!0!0!0!0!0!157!0!0!2!1!1!1!1!1!3!bi-weekly!0!0!0!0!pisces!0!0!52!1.73!0!0.42115381360054016!0!Medium!2025-10-20 18:12:30.612
8218!0!31!na!557.0!5!0!58!5!0!149!0!0!0!1!0!0!0!1!0!bi-weekly!0!0!0!0!aries!0!0!40!1.33!0!0.13394789397716522!0!Low!2025-10-20 18:12:30.801
8225!1!32!na!516.0!0!0!0!0!0!140!0!0!4!1!1!1!0!1!0!bi-weekly!0!0!0!0!cancer!0!0!52!1.73!0!0.6572216749191284!1!Medium!2025-10-20 18:12:30.995
8229!1!26!o!610.0!0!0!0!0!0!76!1!0!12!1!0!0!1!0!0!bi-weekly!0!0!1!0!libra!0!0!35!1.67!0!0.6958273649215698!1!Medium!2025-10-20 18:12:31.188
8230!0!29!na!574.4!13!6!110!13!0!279!0!0!12!1!1!1!0!1!0!na!0!0!0!0!aries!0!0!56!1.87!1!0.0902356505393982!0!Low!2025-10-20 18:12:31.393
8234!0!26!na!493.0!0!0!42!0!0!96!0!0!7!1!1!1!1!1!2!weekly!0!0!0!0!leo!0!0!32!1.0699999999999998!0!0.23979321122169495!0!Low!2025-10-20 18:12:31.596
8235!0!31!r!516.0!20!2!86!20!0!197!0!0!13!1!0!0!0!1!0!bi-weekly!0!0!0!0!pisces!1!0!50!1.67!1!0.1495227962732315!0!Low!2025-10-20 18:12:31.788
8241!0!35!r!538.0!0!0!0!0!0!250!0!0!8!1!0!0!0!1!0!bi-weekly!0!0!0!0!libra!1!0!73!2.43!0!0.22493517398834229!0!Low!2025-10-20 18:12:31.981
8242!1!31!r!534.0!0!0!0!0!0!96!5!1!3!1!1!1!0!1!0!bi-weekly!0!0!0!0!virgo!0!0!25!0.83!0!0.7915220260620117!1!High!2025-10-20 18:12:32.182
8243!0!47!na!588.0!0!0!7!0!0!0!0!0!0!1!1!1!1!0!2!na!0!0!0!0!cancer!0!0!5!0.1699999999999999!1!0.2744467556476593!0!Low!2025-10-20 18:12:32.373
8246!0!41!r!571.0!32!1!66!32!0!175!0!0!26!1!1!1!1!0!0!weekly!0!0!0!0!leo!0!0!44!1.47!1!0.12200634926557541!0!Low!2025-10-20 18:12:32.563
8248!1!23!na!575.0!0!0!0!0!0!202!0!0!13!1!1!1!0!1!0!bi-weekly!0!0!0!0!libra!0!0!66!2.2!0!0.5526432991027832!1!Medium!2025-10-20 18:12:32.757
8249!0!42!na!633.0!0!0!0!0!0!226!0!0!29!1!1!1!0!1!2!semi-monthly!0!0!0!0!na!0!0!67!2.23!0!0.34247177839279175!0!Medium!2025-10-20 18:12:32.947
8250!0!30!r!622.0!0!0!0!0!0!258!1!0!36!1!1!1!0!1!2!monthly!0!0!0!0!virgo!0!0!66!2.2!0!0.17310813069343567!0!Low!2025-10-20 18:12:33.134
8253!0!41!na!606.0!0!0!52!0!0!138!0!0!6!1!0!0!0!1!0!bi-weekly!0!0!0!0!virgo!0!0!39!1.3!0!0.1181567832827568!0!Low!2025-10-20 18:12:33.320
8255!0!43!r!540.0!3!0!81!3!0!225!0!0!4!1!1!1!1!1!2!na!0!0!0!0!aries!0!0!59!1.97!1!0.07523367553949356!0!Low!2025-10-20 18:12:33.515
8259!0!44!r!517.0!0!0!16!0!0!10!0!0!0!1!1!1!1!0!0!semi-monthly!0!0!0!0!na!0!0!10!0.0!0!0.3268721401691437!0!Medium!2025-10-20 18:12:33.704
8262!0!25!r!525.0!0!0!77!0!0!182!0!0!10!1!1!1!0!1!0!semi-monthly!0!0!0!0!virgo!1!0!43!1.4300000000000002!1!0.14384758472442627!0!Low!2025-10-20 18:12:33.893
8263!1!27!na!718.0!0!0!14!0!0!142!0!0!2!1!0!0!0!1!0!weekly!0!0!0!0!virgo!0!0!39!1.3!0!0.544949471950531!1!Medium!2025-10-20 18:12:34.174
8264!1!29!r!541.0!15!0!21!15!0!264!0!0!22!1!1!1!1!0!0!bi-weekly!0!0!0!0!libra!1!0!60!2.0!1!0.4073486924171448!0!Medium!2025-10-20 18:12:34.363
8266!1!24!na!540.0!0!0!0!0!0!134!0!0!3!1!0!0!0!1!0!semi-monthly!0!0!0!0!cancer!0!0!47!1.5699999999999998!0!0.5510919094085693!1!Medium!2025-10-20 18:12:34.551
8267!0!36!r!560.0!0!0!0!0!0!206!0!0!11!1!0!0!0!1!0!bi-weekly!0!0!1!0!sagittarius!0!0!76!2.53!0!0.2588650584220886!0!Low!2025-10-20 18:12:34.740
8272!0!42!na!543.0!1!0!34!1!0!70!0!0!0!1!1!1!0!1!0!monthly!0!0!0!0!taurus!0!0!33!1.1!0!0.14779916405677795!0!Low!2025-10-20 18:12:34.928
8273!0!32!r!574.0!13!1!73!12!0!185!0!0!28!1!1!1!0!1!0!bi-weekly!0!0!0!0!taurus!0!0!41!1.37!1!0.13367860019207!0!Low!2025-10-20 18:12:35.120
8275!0!24!r!500.0!3!1!15!2!0!23!0!0!9!1!0!0!1!0!0!weekly!0!0!0!0!capricorn!0!0!8!0.27!1!0.34814292192459106!0!Medium!2025-10-20 18:12:35.308
8284!1!42!na!546.0!0!0!19!0!0!48!0!0!2!1!0!0!1!0!0!monthly!0!0!0!0!na!0!0!17!1.06!1!0.6605870723724365!1!Medium!2025-10-20 18:12:35.546
8288!0!23!r!555.0!0!0!14!0!0!26!0!0!0!1!1!1!0!1!0!na!0!0!0!0!gemini!0!0!6!1.0!1!0.41434308886528015!0!Medium!2025-10-20 18:12:35.736
8296!1!26!r!670.0!3!0!95!3!0!256!0!0!10!1!1!1!0!1!0!semi-monthly!0!0!0!0!cancer!1!0!54!1.8!0!0.13395234942436218!0!Low!2025-10-20 18:12:35.924
8300!1!29!na!567.0!0!0!0!0!0!103!0!0!7!1!1!1!1!0!0!bi-weekly!0!0!0!0!na!0!0!21!0.7!1!0.8676213026046753!1!High!2025-10-20 18:12:36.111
8302!1!26!na!559.0!5!0!8!5!0!42!0!0!14!1!1!1!0!1!2!na!0!0!0!0!sagittarius!0!0!6!0.2!1!0.5317846536636353!1!Medium!2025-10-20 18:12:36.299
8310!1!25!na!523.0!1!1!1!1!0!26!0!0!5!1!1!1!1!0!2!bi-weekly!0!0!0!0!pisces!1!0!13!0.0!0!0.7751039862632751!1!High!2025-10-20 18:12:36.490
8312!1!45!r!530.0!0!0!0!0!0!37!0!0!1!1!1!1!1!1!2!bi-weekly!0!0!0!0!aquarius!0!0!15!0.5!0!0.7442640662193298!1!High!2025-10-20 18:12:36.680
8313!1!25!o!473.0!0!0!34!0!0!75!0!0!1!1!1!1!1!0!0!weekly!0!1!0!0!capricorn!0!0!19!0.63!0!0.34054070711135864!0!Medium!2025-10-20 18:12:36.879
8319!1!27!r!492.8!0!0!27!0!0!75!0!0!1!1!0!0!1!0!0!bi-weekly!0!0!0!0!scorpio!0!0!18!0.6!0!0.37190601229667664!0!Medium!2025-10-20 18:12:37.069
8322!0!25!na!516.0!2!0!62!2!0!129!0!0!9!1!0!0!1!0!0!bi-weekly!0!0!0!0!leo!0!0!22!0.73!0!0.44578418135643005!0!Medium!2025-10-20 18:12:37.259
8325!0!38!o!516.0!0!0!0!0!0!149!0!0!3!1!1!1!1!0!0!monthly!0!0!0!0!taurus!0!0!54!1.8!1!0.4044252634048462!0!Medium!2025-10-20 18:12:37.468
8328!0!49!r!526.0!0!0!19!0!0!15!0!0!0!1!1!1!1!0!0!weekly!0!0!0!0!aquarius!0!0!3!0.1!0!0.30548226833343506!0!Medium!2025-10-20 18:12:37.658
8329!1!34!r!464.0!0!0!0!0!1!217!4!0!40!1!1!1!0!1!3!bi-weekly!0!0!0!0!virgo!1!1!65!2.17!0!0.5576558113098145!1!Medium!2025-10-20 18:12:37.850
8331!0!30!r!550.0!0!0!72!0!0!230!0!0!6!1!1!1!0!1!0!bi-weekly!0!0!0!0!leo!0!0!54!1.8!0!0.0785219669342041!0!Low!2025-10-20 18:12:38.094
8334!0!31!o!547.0!0!0!48!0!0!208!0!0!16!1!1!1!0!1!0!na!0!0!0!0!libra!1!0!41!1.37!1!0.2737465500831604!0!Low!2025-10-20 18:12:38.342
8335!1!26!r!573.0!9!0!43!9!1!243!0!0!12!1!1!1!0!1!2!weekly!0!0!0!0!capricorn!1!0!56!1.87!0!0.19619417190551758!0!Low!2025-10-20 18:12:38.635
8336!0!38!r!550.0!0!0!60!0!0!182!0!0!15!1!1!1!0!1!2!semi-monthly!0!0!0!0!virgo!1!0!42!1.4!1!0.17294079065322876!0!Low!2025-10-20 18:12:38.933
8337!0!22!r!586.0!0!0!0!0!1!29!0!0!7!1!1!1!1!0!0!bi-weekly!0!0!0!0!scorpio!0!0!14!0.0!0!0.7970624566078186!1!High!2025-10-20 18:12:39.157
8338!1!56!r!529.0!6!3!77!6!0!78!0!0!5!1!1!1!0!1!2!monthly!0!0!0!0!aquarius!1!0!19!0.63!1!0.5009734630584717!1!Medium!2025-10-20 18:12:39.346
8344!0!38!o!538.6!0!0!5!0!0!0!0!0!0!1!1!1!1!0!0!monthly!0!0!0!0!cancer!0!0!2!0.11!1!0.3134746551513672!0!Medium!2025-10-20 18:12:39.540
8350!1!43!r!497.0!0!0!0!0!0!184!0!0!3!1!1!1!0!1!0!monthly!0!0!0!0!virgo!0!0!65!2.17!0!0.25540634989738464!0!Low!2025-10-20 18:12:39.728
8353!0!29!r!457.0!0!0!0!0!1!182!3!0!10!1!1!1!1!0!2!na!0!0!0!0!taurus!0!0!59!1.97!0!0.34011951088905334!0!Medium!2025-10-20 18:12:39.915
8355!0!54!r!616.0!0!0!0!0!0!182!0!0!4!1!1!1!1!0!0!semi-monthly!0!0!0!0!sagittarius!1!0!67!2.23!0!0.328520268201828!0!Medium!2025-10-20 18:12:40.104
8359!0!31!r!662.0!0!0!0!0!0!268!0!0!26!1!1!1!0!1!0!bi-weekly!0!0!0!0!taurus!0!0!64!2.13!1!0.284061998128891!0!Low!2025-10-20 18:12:40.351
8363!0!24!na!510.0!1!0!48!1!0!86!0!0!8!1!1!1!0!1!0!na!0!1!0!0!libra!0!0!42!1.4!0!0.25666525959968567!0!Low!2025-10-20 18:12:40.543
8364!0!31!r!540.0!0!0!33!0!0!64!0!0!2!1!0!0!0!1!0!bi-weekly!0!0!0!0!leo!0!0!23!0.77!1!0.23875346779823303!0!Low!2025-10-20 18:12:40.732
8365!0!34!na!485.0!1!0!57!1!0!135!0!0!15!1!0!0!0!1!2!bi-weekly!0!0!0!0!libra!1!0!34!1.13!1!0.21518971025943756!0!Low!2025-10-20 18:12:40.926
8367!1!27!na!497.0!0!0!60!0!0!95!0!0!16!1!1!1!0!1!2!na!0!0!0!0!scorpio!1!0!33!1.1!0!0.305521160364151!0!Medium!2025-10-20 18:12:41.115
8370!0!33!na!556.8!0!0!8!0!0!5!0!0!0!1!0!0!0!1!0!bi-weekly!0!0!0!0!taurus!0!0!6!0.2!0!0.23218797147274017!0!Low!2025-10-20 18:12:41.301
8376!0!27!na!555.2!0!0!0!0!0!135!0!0!5!1!0!0!0!1!0!bi-weekly!0!0!0!0!libra!1!0!53!1.77!1!0.5403562188148499!1!Medium!2025-10-20 18:12:41.506
8377!1!32!na!487.0!5!2!30!5!0!40!0!0!11!1!0!0!1!0!0!na!0!0!0!0!gemini!0!0!15!0.5!1!0.5195949077606201!1!Medium!2025-10-20 18:12:41.692
8380!0!25!r!586.0!0!0!0!0!0!108!0!0!0!1!0!0!0!1!0!weekly!0!0!0!0!gemini!1!0!42!1.4!0!0.42198026180267334!0!Medium!2025-10-20 18:12:41.883
8381!0!38!na!577.6!0!0!27!0!0!30!0!0!2!1!0!0!1!0!0!bi-weekly!0!0!0!0!libra!0!0!8!1.0!0!0.20401531457901!0!Low!2025-10-20 18:12:42.072
8382!0!20!na!523.0!0!0!35!0!0!72!0!0!0!1!1!1!0!1!0!bi-weekly!0!0!0!0!pisces!0!0!15!0.75!0!0.1795605719089508!0!Low!2025-10-20 18:12:42.258
8384!1!27!r!502.0!0!0!0!0!0!30!0!0!3!1!0!0!0!1!2!weekly!0!0!0!0!aries!0!0!20!0.67!0!0.785574734210968!1!High!2025-10-20 18:12:42.447
8385!1!36!r!496.0!0!0!0!0!0!143!0!0!2!1!1!1!1!0!0!bi-weekly!0!0!0!0!scorpio!0!0!47!1.5699999999999998!0!0.4041111171245575!0!Medium!2025-10-20 18:12:42.691
8387!1!26!r!693.0!7!2!77!6!0!250!0!0!25!1!1!1!0!1!0!bi-weekly!0!1!0!0!capricorn!1!0!51!1.7!0!0.2803737223148346!0!Low!2025-10-20 18:12:42.878
8388!0!33!r!567.0!19!0!14!19!0!227!0!0!36!1!1!1!1!0!0!bi-weekly!0!0!0!0!aquarius!0!0!59!1.97!0!0.22584310173988342!0!Low!2025-10-20 18:12:43.069
8396!0!33!r!541.0!5!0!75!5!0!152!0!0!12!1!0!0!0!1!0!bi-weekly!0!0!0!0!libra!1!0!48!1.6!1!0.10333969444036484!0!Low!2025-10-20 18:12:43.260
8402!0!38!o!431.0!57!0!71!56!0!324!0!0!4!1!1!1!0!1!0!bi-weekly!0!0!0!0!cancer!0!0!69!2.3!0!0.07517484575510025!0!Low!2025-10-20 18:12:43.452
8405!0!37!na!522.4!1!1!61!1!0!71!0!0!11!1!1!1!1!0!0!bi-weekly!0!1!0!0!libra!0!0!18!0.6!1!0.3960370719432831!0!Medium!2025-10-20 18:12:43.670
8406!0!31!na!539.8!0!0!11!0!0!24!0!0!6!1!0!0!0!1!0!semi-monthly!0!0!0!0!pisces!0!0!8!0.32!1!0.28961896896362305!0!Low!2025-10-20 18:12:43.865
8410!0!22!r!547.6!1!1!63!1!0!149!0!0!16!1!0!0!1!0!0!na!0!0!0!0!capricorn!0!0!30!1.0!1!0.2719898521900177!0!Low!2025-10-20 18:12:44.070
8444!1!27!na!472.0!24!2!70!24!0!150!0!0!16!1!1!1!0!1!0!bi-weekly!0!0!0!0!aquarius!1!0!30!0.0!0!0.4475537836551666!0!Medium!2025-10-20 18:12:46.621
8450!0!36!r!535.8!0!0!0!0!0!35!0!0!1!1!1!1!1!0!0!na!0!0!0!0!leo!0!0!23!0.77!0!0.7512275576591492!1!High!2025-10-20 18:12:46.814
8451!0!36!r!543.0!0!0!35!0!0!107!0!0!12!1!0!0!0!1!2!weekly!0!0!0!0!pisces!0!0!23!0.8800000000000002!0!0.12970682978630066!0!Low!2025-10-20 18:12:47.012
267!0!34!na!582.0!0!0!5!0!0!11!0!0!2!1!1!1!1!0!0!na!0!0!0!0!leo!0!0!3!0.0!0!0.3348708748817444!0!Medium!2025-10-20 18:02:58.066
269!1!26!r!511.0!21!0!37!21!0!143!0!0!10!1!1!1!1!0!0!na!0!0!0!0!leo!0!0!25!0.83!0!0.5281971096992493!1!Medium!2025-10-20 18:02:58.439
270!1!32!na!550.0!0!0!24!0!0!40!0!0!4!1!1!1!1!0!2!weekly!0!0!0!0!gemini!0!0!22!0.73!1!0.3482716679573059!0!Medium!2025-10-20 18:02:58.636
274!0!23!r!661.0!0!0!0!0!5!157!0!0!11!1!1!1!1!0!2!bi-weekly!0!0!0!0!leo!1!0!50!1.67!0!0.4341621398925781!0!Medium!2025-10-20 18:02:58.828
282!1!27!o!526.0!0!0!0!0!0!157!0!0!2!1!1!1!0!1!0!bi-weekly!0!0!0!0!capricorn!0!1!67!2.23!0!0.48770618438720703!0!Medium!2025-10-20 18:02:59.020
285!0!28!r!552.8!0!0!63!0!0!169!0!0!0!1!0!0!0!1!2!bi-weekly!0!0!0!0!na!0!0!43!1.4300000000000002!0!0.11613468080759048!0!Low!2025-10-20 18:02:59.219
286!0!31!r!527.0!3!0!100!3!0!224!0!0!7!1!0!0!1!0!0!na!0!0!0!0!scorpio!0!0!57!1.9!1!0.11187566071748734!0!Low!2025-10-20 18:02:59.412
287!0!25!r!538.0!1!0!111!1!0!162!0!0!16!1!0!0!0!1!0!weekly!0!0!0!0!leo!0!0!33!1.1!0!0.1607409119606018!0!Low!2025-10-20 18:02:59.607
293!0!23!na!561.0!0!0!77!0!0!132!0!0!26!1!0!0!0!1!0!na!0!0!0!0!na!0!0!34!1.13!0!0.18179450929164886!0!Low!2025-10-20 18:02:59.798
294!1!26!na!509.2!0!0!1!0!0!13!0!0!1!1!0!0!0!1!0!weekly!0!0!0!0!aquarius!0!0!1!0.03!0!0.29273277521133423!0!Low!2025-10-20 18:02:59.990
295!0!35!na!514.0!0!0!58!0!0!123!0!0!7!1!1!1!0!1!0!bi-weekly!0!0!0!0!aquarius!0!0!35!1.17!0!0.2065616250038147!0!Low!2025-10-20 18:03:00.186
297!1!29!na!532.0!2!2!0!2!0!35!0!0!2!1!1!1!0!1!0!weekly!0!0!0!0!aries!0!0!12!0.4!0!0.8689724206924438!1!High!2025-10-20 18:03:00.380
300!0!49!r!459.0!59!0!95!58!0!275!0!0!36!1!1!1!0!1!2!na!0!0!0!0!virgo!0!0!57!1.9!0!0.14811429381370544!0!Low!2025-10-20 18:03:00.575
8456!0!46!na!471.0!10!1!0!9!4!282!0!0!71!1!1!1!1!0!0!bi-weekly!0!0!0!0!cancer!0!0!63!2.1!1!0.6245380640029907!1!Medium!2025-10-20 18:12:47.207
8459!1!31!o!479.0!0!0!0!0!0!166!0!0!8!1!0!0!1!0!0!bi-weekly!0!0!0!0!cancer!0!0!48!1.6!0!0.4678841531276703!0!Medium!2025-10-20 18:12:47.399
8460!0!31!r!606.0!2!0!3!2!1!239!0!0!17!1!1!1!1!1!4!bi-weekly!0!0!0!0!aquarius!0!0!65!2.17!0!0.30887386202812195!0!Medium!2025-10-20 18:12:47.587
8461!0!34!r!635.0!1!0!77!0!0!175!0!0!2!1!1!1!0!1!0!bi-weekly!0!0!0!0!na!0!0!54!1.8!1!0.11240996420383453!0!Low!2025-10-20 18:12:47.778
8467!0!34!na!598.0!0!0!6!0!0!44!0!0!2!1!1!1!1!0!0!weekly!0!0!0!0!sagittarius!0!0!4!0.13!1!0.4899022579193115!0!Medium!2025-10-20 18:12:47.968
8471!0!25!na!363.0!0!0!47!0!0!94!0!0!1!1!0!0!0!1!0!weekly!0!0!0!0!aquarius!0!0!27!0.9!0!0.2150047868490219!0!Low!2025-10-20 18:12:48.159
8472!0!39!na!525.2!0!0!14!0!0!30!0!0!1!1!0!0!1!0!0!bi-weekly!0!0!0!0!virgo!0!0!10!0.63!1!0.29778164625167847!0!Low!2025-10-20 18:12:48.348
8481!0!42!na!563.6!0!0!25!0!0!39!0!0!7!1!1!1!1!0!0!na!0!0!0!0!aquarius!0!0!11!0.65!1!0.1692226082086563!0!Low!2025-10-20 18:12:48.536
8483!1!30!na!485.2!0!0!3!0!0!0!0!0!0!1!0!0!1!0!0!monthly!0!0!0!0!gemini!0!0!2!0.0699999999999999!0!0.40020066499710083!0!Medium!2025-10-20 18:12:48.725
8486!1!32!o!479.2!0!0!32!0!0!70!0!0!3!1!1!1!1!0!0!bi-weekly!0!0!0!0!libra!0!0!9!0.3!0!0.5381158590316772!1!Medium!2025-10-20 18:12:48.912
8487!0!30!r!570.0!2!0!34!2!0!92!0!0!13!1!0!0!0!1!0!bi-weekly!0!0!0!0!na!0!0!21!0.7!1!0.25954270362854004!0!Low!2025-10-20 18:12:49.100
8489!1!24!na!526.0!2!0!32!2!0!68!0!0!4!1!0!0!1!0!0!weekly!0!0!0!0!libra!0!0!14!0.47!0!0.45699378848075867!0!Medium!2025-10-20 18:12:49.291
8496!1!22!na!549.0!0!0!1!0!0!0!0!0!0!1!0!0!0!1!0!bi-weekly!0!0!0!0!libra!1!0!2!0.0699999999999999!0!0.6231642961502075!1!Medium!2025-10-20 18:12:49.478
8500!0!34!r!585.0!0!0!34!0!0!250!0!0!10!1!1!1!0!1!2!weekly!0!0!0!0!pisces!0!0!61!2.03!0!0.17144791781902313!0!Low!2025-10-20 18:12:49.672
8501!0!20!r!526.0!27!1!29!27!0!100!0!0!21!1!1!1!0!1!0!monthly!0!0!0!0!virgo!0!0!31!1.03!1!0.3213083744049072!0!Medium!2025-10-20 18:12:49.861
8502!0!43!na!528.0!0!0!0!0!0!198!0!0!12!1!0!0!0!1!0!bi-weekly!0!0!0!0!aries!0!0!61!2.03!0!0.36207225918769836!0!Medium!2025-10-20 18:12:50.048
8506!0!31!na!578.0!4!2!63!4!0!87!0!0!0!1!1!1!0!1!0!bi-weekly!0!0!0!0!aquarius!0!0!32!1.0699999999999998!1!0.17270413041114807!0!Low!2025-10-20 18:12:50.235
8508!0!33!r!475.0!0!0!116!0!0!205!0!0!7!1!1!1!1!0!0!bi-weekly!0!0!0!0!leo!0!0!61!2.03!1!0.06638780236244202!0!Low!2025-10-20 18:12:50.423
8515!0!42!na!532.0!0!0!0!0!1!121!0!0!18!1!1!1!1!0!0!semi-monthly!0!0!0!0!pisces!0!0!55!1.83!0!0.5679601430892944!1!Medium!2025-10-20 18:12:50.615
8516!0!27!na!531.0!3!1!30!3!0!24!0!0!6!1!1!1!0!1!0!na!0!0!0!0!libra!0!0!5!0.71!0!0.16331101953983307!0!Low!2025-10-20 18:12:50.806
8519!0!31!r!513.0!0!0!34!0!0!79!0!0!8!1!1!1!0!1!0!weekly!0!0!0!0!aquarius!0!0!26!0.87!1!0.2827931344509125!0!Low!2025-10-20 18:12:50.994
8528!1!36!na!553.0!0!0!70!0!0!114!0!0!11!1!0!0!1!0!3!bi-weekly!0!0!0!0!na!1!0!30!1.0!1!0.3379107415676117!0!Medium!2025-10-20 18:12:51.187
8529!0!23!na!573.0!1!0!135!0!0!140!0!0!11!1!0!0!0!1!0!monthly!0!0!0!0!aries!1!0!33!1.1!1!0.1589484065771103!0!Low!2025-10-20 18:12:51.381
8533!0!21!r!496.0!21!1!193!21!0!276!0!0!50!1!1!1!0!1!4!weekly!0!0!0!0!aquarius!1!0!48!1.6!0!0.2111978530883789!0!Low!2025-10-20 18:12:51.571
8537!1!23!na!567.0!0!0!0!0!0!148!0!0!3!1!0!0!0!1!2!bi-weekly!0!0!0!0!virgo!0!0!30!1.0!0!0.8108581900596619!1!High!2025-10-20 18:12:51.758
8541!1!32!na!553.0!0!0!0!0!0!5!0!0!0!1!0!0!1!0!0!weekly!0!0!0!0!taurus!0!0!2!0.0699999999999999!0!0.6473251581192017!1!Medium!2025-10-20 18:12:51.960
8542!0!34!r!517.0!0!0!21!0!0!36!0!0!1!1!1!1!0!1!0!na!0!0!0!0!aries!0!0!15!0.5!0!0.3882450759410858!0!Medium!2025-10-20 18:12:52.159
